Timestamp,Price,Size
2024-09-16 12:25:00.066000,416.8789856933429,105
2024-09-16 12:25:00.070000,416.8898204889172,1002
2024-09-16 12:25:00.076000,416.803756434653,1005
2024-09-16 12:25:00.078000,416.8127649989885,99
2024-09-16 12:25:00.083000,416.87049100987247,7
2024-09-16 12:25:00.118000,416.8929774103057,1005
2024-09-16 12:25:00.142000,416.8913509420123,5
2024-09-16 12:25:00.192000,416.8664792905786,100
2024-09-16 12:25:00.196000,416.8792676201936,98
2024-09-16 12:25:00.216000,416.8447229820987,7
2024-09-16 12:25:00.301000,416.9065666362745,101
2024-09-16 12:25:00.306000,416.8792676716399,6
2024-09-16 12:25:00.306000,416.8321734794781,102
2024-09-16 12:25:00.323000,416.81221679818,97
2024-09-16 12:25:00.331000,416.88573496696745,995
2024-09-16 12:25:00.433000,416.8773360403713,9
2024-09-16 12:25:00.548000,416.8821351814104,13
2024-09-16 12:25:00.574000,416.84186307589215,98
2024-09-16 12:25:00.595000,416.8062503639905,102
2024-09-16 12:25:00.625000,416.8905370020597,104
2024-09-16 12:25:00.650000,416.8859602277319,98
2024-09-16 12:25:00.684000,416.8397458328123,100
2024-09-16 12:25:00.699000,416.881268550761,1003
2024-09-16 12:25:00.717000,416.8218256432979,13
2024-09-16 12:25:00.882000,416.8193149568288,1004
2024-09-16 12:25:00.909000,416.8796153182121,996
2024-09-16 12:25:00.979000,416.9059559383114,99
2024-09-16 12:25:01.038000,416.8412110163,105
2024-09-16 12:25:01.183000,416.8783754809483,1004
2024-09-16 12:25:01.198000,416.8561993920319,999
2024-09-16 12:25:01.237000,416.8646673698666,1002
2024-09-16 12:25:01.280000,416.87573069856273,100
2024-09-16 12:25:01.297000,416.8585210101754,8
2024-09-16 12:25:01.414000,416.8524337585188,7
2024-09-16 12:25:01.669000,416.85790874071694,1004
2024-09-16 12:25:01.725000,416.8353497298566,998
2024-09-16 12:25:01.926000,416.8429455191157,995
2024-09-16 12:25:01.932000,416.8444070618897,9
2024-09-16 12:25:02.445000,416.90135437143306,12
2024-09-16 12:25:02.523000,416.8816173586747,104
2024-09-16 12:25:02.556000,416.89385787685575,96
2024-09-16 12:25:02.670000,416.8961559578966,5
2024-09-16 12:25:02.677000,416.90782774709606,998
2024-09-16 12:25:02.865000,416.8659081893944,13
2024-09-16 12:25:03.085000,416.8698903713061,5
2024-09-16 12:25:03.140000,416.8818657536431,14
2024-09-16 12:25:03.181000,416.83357573836753,102
2024-09-16 12:25:03.203000,416.86734030548246,997
2024-09-16 12:25:03.373000,416.8727191562882,999
2024-09-16 12:25:03.415000,416.8867626147415,101
2024-09-16 12:25:03.450000,416.81382094161785,995
2024-09-16 12:25:03.470000,416.83624063774425,97
