Timestamp,Price,Size
2024-09-20 12:09:00.004000,428.4723085232779,105
2024-09-20 12:09:00.115000,428.496755723535,995
2024-09-20 12:09:00.132000,428.4903831664174,5
2024-09-20 12:09:00.143000,428.4630438093883,95
2024-09-20 12:09:00.156000,428.5022970547192,998
2024-09-20 12:09:00.161000,428.4887000978815,997
2024-09-20 12:09:00.167000,428.4688151080196,7
2024-09-20 12:09:00.251000,428.4956275004356,100
2024-09-20 12:09:00.315000,428.5059013771358,999
2024-09-20 12:09:00.338000,428.4794884338877,99
2024-09-20 12:09:00.344000,428.4998869890577,1005
2024-09-20 12:09:00.393000,428.51810663373385,102
2024-09-20 12:09:00.464000,428.4680422017741,998
2024-09-20 12:09:00.485000,428.4716232620896,95
2024-09-20 12:09:00.488000,428.4957794988884,98
2024-09-20 12:09:00.609000,428.4616652215129,995
2024-09-20 12:09:00.639000,428.4667843890819,998
2024-09-20 12:09:00.668000,428.490415566333,7
2024-09-20 12:09:00.761000,428.48259528268767,1004
2024-09-20 12:09:00.825000,428.4791090709972,97
2024-09-20 12:09:00.943000,428.4859818837081,1001
2024-09-20 12:09:01.090000,428.5040922339618,105
2024-09-20 12:09:01.234000,428.4920477203668,10
2024-09-20 12:09:01.507000,428.4987392711378,98
2024-09-20 12:09:01.598000,428.52096125258913,999
2024-09-20 12:09:01.623000,428.4957043473549,11
2024-09-20 12:09:01.991000,428.5236710722275,13
2024-09-20 12:09:02.018000,428.63301127658576,11
2024-09-20 12:09:02.072000,428.68632389209057,103
2024-09-20 12:09:02.135000,428.6370845019068,10
2024-09-20 12:09:02.178000,428.6073151043096,99
2024-09-20 12:09:02.196000,428.570026384048,98
2024-09-20 12:09:02.199000,428.6884357341963,100
2024-09-20 12:09:02.312000,428.5884777940392,95
2024-09-20 12:09:02.360000,428.5055887976133,98
2024-09-20 12:09:02.386000,428.70590287971606,998
2024-09-20 12:09:02.411000,428.54303010782286,1003
2024-09-20 12:09:02.443000,428.5504500693916,8
2024-09-20 12:09:02.477000,428.6406649020742,12
2024-09-20 12:09:02.518000,428.5460245928112,103
2024-09-20 12:09:02.527000,428.56034139799385,5
2024-09-20 12:09:02.581000,428.710954221275,9
2024-09-20 12:09:02.620000,428.6545764258767,101
2024-09-20 12:09:02.625000,428.6885898565782,9
2024-09-20 12:09:02.635000,428.6700735488592,1002
2024-09-20 12:09:02.648000,428.5970498829803,101
2024-09-20 12:09:02.680000,428.57750766023366,105
2024-09-20 12:09:02.688000,428.6955085439657,9
2024-09-20 12:09:02.735000,428.6574456909233,996
2024-09-20 12:09:02.757000,428.5492155201037,1001
2024-09-20 12:09:02.758000,428.5811979423049,6
2024-09-20 12:09:02.775000,428.69851019671904,5
2024-09-20 12:09:02.807000,428.6389955226617,8
2024-09-20 12:09:02.918000,428.6538706118204,101
2024-09-20 12:09:02.951000,428.6206679748565,8
2024-09-20 12:09:03.165000,428.71876703483673,1000
2024-09-20 12:09:03.180000,428.7321737497448,104
2024-09-20 12:09:03.225000,428.7232259201081,999
2024-09-20 12:09:03.235000,428.7093437598634,996
2024-09-20 12:09:03.258000,428.7488254503627,11
2024-09-20 12:09:03.315000,428.7207672304579,1003
2024-09-20 12:09:03.328000,428.7111935964477,1003
2024-09-20 12:09:03.383000,428.72859465718,104
2024-09-20 12:09:03.463000,428.7163611736541,7
2024-09-20 12:09:03.527000,428.7280970693196,1004
2024-09-20 12:09:03.576000,428.7346963115377,101
2024-09-20 12:09:03.585000,428.7325645092242,995
2024-09-20 12:09:03.695000,428.7404806526968,1001
2024-09-20 12:09:03.705000,428.74348289250906,999
2024-09-20 12:09:03.734000,428.7380924720756,1000
2024-09-20 12:09:03.746000,428.7259464185733,1004
2024-09-20 12:09:03.839000,428.744977095589,995
2024-09-20 12:09:03.978000,428.7323685521794,1003
2024-09-20 12:09:07.025000,428.675754791918,15
2024-09-20 12:09:07.232000,428.6658257434845,11
2024-09-20 12:09:07.264000,428.7082758407093,10
2024-09-20 12:09:07.295000,428.70285860621743,997
2024-09-20 12:09:07.356000,428.64166650304185,1000
2024-09-20 12:09:07.363000,428.65570515713466,14
2024-09-20 12:09:07.591000,428.6997489450641,104
2024-09-20 12:09:07.681000,428.6577662573533,6
2024-09-20 12:09:07.749000,428.6745346026625,1002
2024-09-20 12:09:07.849000,428.6627519137692,6
2024-09-20 12:09:08.009000,428.6588691658775,996
2024-09-20 12:09:08.055000,428.6069494277075,1002
2024-09-20 12:09:08.111000,428.668180191879,105
2024-09-20 12:09:08.212000,428.6785451126108,1002
2024-09-20 12:09:08.247000,428.6551665381826,102
2024-09-20 12:09:08.277000,428.6580465412882,6
2024-09-20 12:09:08.315000,428.63494101114566,12
2024-09-20 12:09:08.316000,428.65352498095456,99
2024-09-20 12:09:08.410000,428.62448966142375,999
2024-09-20 12:09:08.410000,428.6053497010366,8
2024-09-20 12:09:08.443000,428.6450902207921,105
2024-09-20 12:09:08.452000,428.64019825909895,1005
2024-09-20 12:09:08.481000,428.65317357735984,1005
2024-09-20 12:09:08.512000,428.611621451596,104
2024-09-20 12:09:08.542000,428.6326013429816,995
2024-09-20 12:09:08.551000,428.6599475511145,6
2024-09-20 12:09:08.554000,428.6391545033538,995
2024-09-20 12:09:08.566000,428.62406991463166,102
2024-09-20 12:09:08.645000,428.6231235882954,996
2024-09-20 12:09:08.718000,428.6605941373283,5
2024-09-20 12:09:08.759000,428.623471057896,1002
2024-09-20 12:09:08.764000,428.6305784418352,996
2024-09-20 12:09:08.801000,428.6292859199137,1005
2024-09-20 12:09:08.921000,428.66035721882713,998
2024-09-20 12:09:08.977000,428.6433091964429,97
2024-09-20 12:09:09.053000,428.6930887888637,104
2024-09-20 12:09:09.073000,428.7439933521589,996
2024-09-20 12:09:09.081000,428.7255751908882,98
2024-09-20 12:09:09.133000,428.7221268320745,998
2024-09-20 12:09:09.204000,428.6936325557861,15
2024-09-20 12:09:09.204000,428.74129311468414,96
2024-09-20 12:09:09.279000,428.7194256895128,14
2024-09-20 12:09:09.347000,428.69573265889153,95
2024-09-20 12:09:09.373000,428.735493053068,13
2024-09-20 12:09:09.378000,428.7243916540323,98
2024-09-20 12:09:09.446000,428.7383023666289,1001
2024-09-20 12:09:09.500000,428.7153091235473,1004
2024-09-20 12:09:09.582000,428.7359650825347,15
2024-09-20 12:09:09.641000,428.6676280034815,5
2024-09-20 12:09:09.658000,428.724106890374,5
2024-09-20 12:09:09.687000,428.699875423654,998
2024-09-20 12:09:09.692000,428.7292865456629,8
2024-09-20 12:09:09.692000,428.7211900921646,15
2024-09-20 12:09:09.707000,428.7115123030844,104
2024-09-20 12:09:09.718000,428.69586621268496,5
2024-09-20 12:09:09.750000,428.7146114475064,997
2024-09-20 12:09:09.799000,428.7219951906514,995
2024-09-20 12:09:09.817000,428.72410769653055,7
2024-09-20 12:09:09.835000,428.7297754390742,97
2024-09-20 12:09:09.951000,428.7243572362671,95
2024-09-20 12:09:09.989000,428.71410854879457,99
2024-09-20 12:09:10.057000,428.73134762518777,14
2024-09-20 12:09:10.069000,428.70236745383215,102
2024-09-20 12:09:10.249000,428.6977025886156,13
2024-09-20 12:09:10.268000,428.708590189617,96
2024-09-20 12:09:10.292000,428.71608172877336,999
2024-09-20 12:09:10.295000,428.7572540133561,999
2024-09-20 12:09:10.303000,428.7167672509757,996
2024-09-20 12:09:10.382000,428.6991979296994,102
2024-09-20 12:09:10.387000,428.7283778598962,12
2024-09-20 12:09:10.467000,428.7136541783887,100
2024-09-20 12:09:10.491000,428.722415482804,1002
2024-09-20 12:09:10.524000,428.7193174438209,10
2024-09-20 12:09:10.528000,428.7075446620634,10
2024-09-20 12:09:10.582000,428.7309302599464,12
2024-09-20 12:09:10.676000,428.7057080587495,100
2024-09-20 12:09:10.710000,428.7134231484205,996
2024-09-20 12:09:10.768000,428.7410534405618,1001
2024-09-20 12:09:10.790000,428.69800946006745,14
2024-09-20 12:09:10.813000,428.7052870218693,997
2024-09-20 12:09:10.879000,428.6911307608802,8
2024-09-20 12:09:10.886000,428.72256499153553,1001
2024-09-20 12:09:10.954000,428.699272201678,7
2024-09-20 12:09:11.027000,428.65149383579165,1003
2024-09-20 12:09:11.047000,428.6342584613901,99
2024-09-20 12:09:11.161000,428.6839057539872,11
2024-09-20 12:09:11.293000,428.6756304781048,105
2024-09-20 12:09:11.415000,428.6707999634995,96
2024-09-20 12:09:11.446000,428.6549705649709,998
2024-09-20 12:09:11.531000,428.6895598861812,999
2024-09-20 12:09:11.573000,428.6827682262651,102
2024-09-20 12:09:11.664000,428.6636105638576,8
2024-09-20 12:09:11.728000,428.66304179787033,995
2024-09-20 12:09:11.820000,428.6971156990781,1002
2024-09-20 12:09:11.832000,428.6428781621229,1005
2024-09-20 12:09:11.976000,428.6814227230786,995
2024-09-20 12:09:11.986000,428.674633409769,1004
2024-09-20 12:09:11.997000,428.66352637350445,10
2024-09-20 12:09:12.030000,428.6104927476399,11
2024-09-20 12:09:12.090000,428.6535386500797,105
2024-09-20 12:09:12.166000,428.5787770504271,97
2024-09-20 12:09:12.241000,428.662175854315,14
2024-09-20 12:09:12.493000,428.5836244757176,101
2024-09-20 12:09:12.560000,428.630866322005,96
2024-09-20 12:09:12.658000,428.6673598981644,1001
2024-09-20 12:09:12.814000,428.5863057919662,1003
2024-09-20 12:09:12.858000,428.67095349950176,102
2024-09-20 12:09:12.932000,428.6291550602579,997
2024-09-20 12:09:12.955000,428.67938921790096,1000
2024-09-20 12:09:12.983000,428.6456691726335,11
2024-09-20 12:09:13.086000,428.6220499053004,995
2024-09-20 12:09:13.102000,428.6152271062487,998
2024-09-20 12:09:13.109000,428.6161479877813,105
2024-09-20 12:09:13.142000,428.603021952643,995
2024-09-20 12:09:13.215000,428.604499833034,1004
2024-09-20 12:09:13.261000,428.60831288854655,99
2024-09-20 12:09:13.281000,428.602769010546,98
2024-09-20 12:09:13.321000,428.54404930932304,997
2024-09-20 12:09:13.328000,428.60766957264576,10
2024-09-20 12:09:13.355000,428.6190495860697,999
2024-09-20 12:09:13.465000,428.59561187093794,1004
2024-09-20 12:09:13.489000,428.5976820764385,1000
2024-09-20 12:09:13.492000,428.6012699700877,9
2024-09-20 12:09:13.539000,428.58392236335663,10
2024-09-20 12:09:13.555000,428.5718804160076,101
2024-09-20 12:09:13.558000,428.6100964644219,103
2024-09-20 12:09:13.633000,428.61767785612193,11
